TIME_STAMP,MODE,LATITUDE,LONGITUDE,T_LATITUDE,T_LONGITUDE
END
TIME_STAMP,MODE,LATITUDE,LONGITUDE,T_LATITUDE,T_LONGITUDE
END
TIME_STAMP,MODE,LATITUDE,LONGITUDE,T_LATITUDE,T_LONGITUDE
,RC,0.0,0.0,0.0
,RC,0.0,0.0,0.0
,RC,0.0,0.0,0.0
19:37:32.8,RC,0.0,0.0,0.0
19:37:33.8,RC,0.0,0.0,0.0
19:37:34.8,RC,0.0,0.0,0.0
19:37:35.8,RC,0.0,0.0,0.0
19:37:36.8,RC,0.0,0.0,0.0
19:37:37.8,RC,0.0,0.0,0.0
19:37:38.8,RC,0.0,0.0,0.0
19:37:39.8,RC,0.0,0.0,0.0
19:37:40.8,RC,0.0,0.0,0.0
19:37:41.8,RC,0.0,0.0,0.0
19:37:42.8,RC,0.0,0.0,0.0
19:37:43.8,RC,0.0,0.0,0.0
END
TIME_STAMP,MODE,LATITUDE,LONGITUDE,T_LATITUDE,T_LONGITUDE
,RC,0.0,0.0,0.0
,RC,0.0,0.0,0.0
,RC,0.0,0.0,0.0
19:39:06.8,RC,0.0,0.0,0.0
19:39:07.8,RC,0.0,0.0,0.0
19:39:08.8,RC,0.0,0.0,0.0
19:39:09.8,RC,0.0,0.0,0.0
19:39:11.8,RC,0.0,0.0,0.0
19:39:12.8,RC,0.0,0.0,0.0
19:39:13.8,RC,0.0,0.0,0.0
19:39:14.8,RC,0.0,0.0,0.0
19:39:15.8,RC,0.0,0.0,0.0
19:39:17.8,RC,0.0,0.0,0.0
19:39:18.8,RC,0.0,0.0,0.0
19:39:19.8,RC,0.0,0.0,0.0
19:39:20.8,RC,0.0,0.0,0.0
19:39:21.8,RC,0.0,0.0,0.0
19:39:23.8,RC,0.0,0.0,0.0
19:39:24.8,RC,0.0,0.0,0.0
19:39:25.8,RC,0.0,0.0,0.0
19:39:26.8,RC,0.0,0.0,0.0
19:39:27.8,RC,0.0,0.0,0.0
19:39:29.8,RC,0.0,0.0,0.0
19:39:30.8,RC,0.0,0.0,0.0
19:39:31.8,RC,0.0,0.0,0.0
19:39:32.8,RC,0.0,0.0,0.0
19:39:33.8,RC,0.0,0.0,0.0
19:39:35.8,RC,0.0,0.0,0.0
19:39:36.8,RC,0.0,0.0,0.0
19:39:37.8,RC,0.0,0.0,0.0
19:39:38.8,RC,0.0,0.0,0.0
19:39:39.8,RC,0.0,0.0,0.0
19:39:41.8,RC,0.0,0.0,0.0
19:39:42.8,RC,0.0,0.0,0.0
19:39:43.8,RC,0.0,0.0,0.0
19:39:44.8,RC,0.0,0.0,0.0
19:39:45.8,RC,0.0,0.0,0.0
19:39:47.8,AN,0.0,0.0,0.0
19:39:48.8,AN,0.0,0.0,0.0
19:39:49.8,AN,0.0,0.0,0.0
