TIME_STAMP,MODE,LATITUDE,LONGITUDE,DIRECTION,SPEED,T_INDEX,T_LATITUDE,T_LONGITUDE,T_DIRECTION,ERR_BACK
,AN,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
,AN,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
,AN,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
,AN,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 1:58:22.1,AN,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 1:58:22.1,AN,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 1:58:23.1,AN,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 1:58:24.1,AN,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 1:58:24.1,AN,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 1:58:25.1,AN,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 1:58:26.1,AN,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 1:58:27.1,AN,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 1:58:27.1,AN,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 1:58:28.1,AN,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 1:58:29.1,AN,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 1:58:29.1,AN,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 1:58:30.1,AN,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 1:58:31.1,AN,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 1:58:32.1,AN,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 1:58:32.1,AN,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 1:58:33.1,AN,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 1:58:34.1,AN,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 1:58:34.1,AN,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 1:58:35.1,AN,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 1:58:36.1,AN,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 1:58:37.1,AN,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 1:58:37.1,AN,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 1:58:38.1,AN,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 1:58:39.1,AN,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 1:58:39.1,AN,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 1:58:40.1,AN,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 1:58:41.1,AN,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 1:58:41.1,AN,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 1:58:42.1,AN,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 1:58:43.1,AN,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 1:58:44.1,AN,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 1:58:44.1,AN,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 1:58:45.1,AN,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 1:58:46.1,AN,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 1:58:46.1,RC,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 1:58:47.1,RC,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 1:58:48.1,RC,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 1:58:49.1,RC,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 1:58:49.1,RC,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 1:58:50.1,RC,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 1:58:51.1,RC,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 1:58:51.1,RC,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 1:58:52.1,RC,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 1:58:53.1,RC,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 1:58:53.1,RC,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 1:58:54.1,RC,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 1:58:55.1,RC,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 1:58:56.1,RC,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 1:58:56.1,RC,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 1:58:57.1,RC,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 1:58:58.1,RC,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 1:58:58.1,RC,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 1:58:59.1,RC,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 1:59:00.1,RC,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 1:59:01.1,RC,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 1:59:01.1,RC,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 1:59:02.1,RC,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 1:59:03.1,RC,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 1:59:03.1,RC,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 1:59:04.1,RC,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
END
TIME_STAMP,MODE,LATITUDE,LONGITUDE,DIRECTION,SPEED,T_INDEX,T_LATITUDE,T_LONGITUDE,T_DIRECTION,ERR_BACK
,RC,0.0,0.0,0.0,0.0,1,35.453018,136.064675,0.0,0.0
,RC,0.0,0.0,0.0,0.0,1,35.453018,136.064675,0.0,0.0
,RC,0.0,0.0,0.0,0.0,1,35.453018,136.064675,0.0,0.0
,RC,0.0,0.0,0.0,0.0,1,35.453018,136.064675,0.0,0.0
 1:59:24.1,RC,0.0,0.0,0.0,0.0,1,35.453018,136.064675,0.0,0.0
 1:59:25.1,RC,0.0,0.0,0.0,0.0,1,35.453018,136.064675,0.0,0.0
 1:59:25.1,RC,0.0,0.0,0.0,0.0,1,35.453018,136.064675,0.0,0.0
 1:59:26.1,RC,0.0,0.0,0.0,0.0,1,35.453018,136.064675,0.0,0.0
 1:59:27.1,RC,0.0,0.0,0.0,0.0,1,35.453018,136.064675,0.0,0.0
 1:59:27.1,RC,0.0,0.0,0.0,0.0,1,35.453018,136.064675,0.0,0.0
 1:59:28.1,RC,0.0,0.0,0.0,0.0,1,35.453018,136.064675,0.0,0.0
 1:59:29.1,RC,0.0,0.0,0.0,0.0,1,35.453018,136.064675,0.0,0.0
 1:59:30.1,AN,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 1:59:30.1,AN,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 1:59:31.1,AN,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 1:59:32.1,AN,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 1:59:32.1,AN,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 1:59:33.1,AN,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 1:59:34.1,AN,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 1:59:34.1,AN,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 1:59:35.1,AN,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
END
TIME_STAMP,MODE,LATITUDE,LONGITUDE,DIRECTION,SPEED,T_INDEX,T_LATITUDE,T_LONGITUDE,T_DIRECTION,ERR_BACK
,AN,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
,AN,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
,AN,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 2:04:41.1,AN,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 2:04:42.1,AN,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 2:04:42.1,AN,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 2:04:43.1,AN,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 2:04:44.1,AN,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 2:04:45.1,AN,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 2:04:45.1,AN,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 2:04:46.1,AN,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 2:04:47.1,AN,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 2:04:47.1,AN,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 2:04:48.1,AN,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 2:04:49.1,AN,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 2:04:49.1,AN,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 2:04:50.1,AN,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 2:04:51.1,AN,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 2:04:52.1,AN,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 2:04:52.1,AN,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 2:04:53.1,AN,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 2:04:54.1,AN,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 2:04:54.1,AN,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 2:04:55.1,RC,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 2:04:56.1,RC,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 2:04:57.1,RC,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 2:04:57.1,RC,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 2:04:58.1,RC,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 2:04:59.1,RC,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 2:04:59.1,RC,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 2:05:00.1,RC,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 2:05:01.1,RC,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 2:05:02.1,RC,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 2:05:02.1,RC,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 2:05:03.1,RC,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 2:05:04.1,RC,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 2:05:04.1,RC,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 2:05:05.1,RC,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 2:05:06.1,RC,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 2:05:07.1,RC,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 2:05:07.1,RC,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 2:05:08.1,RC,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 2:05:09.1,RC,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 2:05:09.1,RC,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 2:05:10.1,RC,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 2:05:11.1,RC,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 2:05:11.1,RC,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 2:05:12.1,RC,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 2:05:13.1,RC,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 2:05:14.1,RC,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 2:05:14.1,RC,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 2:05:15.1,RC,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 2:05:16.1,RC,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 2:05:16.1,RC,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 2:05:17.1,RC,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 2:05:18.1,RC,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 2:05:19.1,RC,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 2:05:19.1,RC,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 2:05:20.1,RC,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 2:05:21.1,RC,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 2:05:21.1,RC,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 2:05:22.1,RC,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 2:05:23.1,RC,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 2:05:24.1,RC,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 2:05:24.1,RC,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 2:05:25.1,RC,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 2:05:26.1,RC,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 2:05:26.1,RC,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 2:05:27.1,RC,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 2:05:28.1,RC,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
 2:05:28.1,RC,0.0,0.0,0.0,0.0,1,35.453018,136.064675,44.25788923904105,44.25788923904105
